,slice_file_name,fsID,start,end,salience,fold,classID,class
6494,45256-1-0-0.wav,45256,0.0,0.275708,2,5,1,car_horn
6503,46391-1-0-0.wav,46391,55.735952000000005,59.735952000000005,2,5,1,car_horn
6504,46391-1-1-0.wav,46391,98.48007199999999,99.570989,2,5,1,car_horn
6681,52102-1-0-0.wav,52102,32.140691,32.564609000000004,2,5,1,car_horn
6905,57607-1-0-0.wav,57607,9.765042,10.262624,2,6,1,car_horn
6930,58202-1-0-0.wav,58202,0.0,1.455435,1,2,1,car_horn
7230,65472-1-0-0.wav,65472,86.356413,87.241771,2,5,1,car_horn
7315,68657-1-0-0.wav,68657,0.10460799999999999,0.853333,2,6,1,car_horn
7455,71439-1-0-0.wav,71439,0.760605,2.143523,1,5,1,car_horn
7456,71439-1-1-0.wav,71439,3.699306,3.906744,1,5,1,car_horn
7457,71439-1-2-0.wav,71439,55.904472,56.837942000000005,2,5,1,car_horn
7458,71439-1-3-0.wav,71439,58.255433,58.808601,2,5,1,car_horn
7493,72259-1-0-0.wav,72259,0.0,4.0,2,5,1,car_horn
7494,72259-1-0-1.wav,72259,0.5,4.5,2,5,1,car_horn
7495,72259-1-0-2.wav,72259,1.0,5.0,2,5,1,car_horn
7496,72259-1-0-3.wav,72259,1.5,5.5,2,5,1,car_horn
7497,72259-1-0-4.wav,72259,2.0,6.0,2,5,1,car_horn
7498,72259-1-0-5.wav,72259,2.5,6.5,2,5,1,car_horn
7499,72259-1-1-0.wav,72259,19.211964000000002,22.982537,2,5,1,car_horn
7500,72259-1-10-0.wav,72259,268.249294,272.249294,2,5,1,car_horn
7501,72259-1-10-1.wav,72259,268.749294,272.749294,2,5,1,car_horn
7502,72259-1-10-10.wav,72259,273.249294,277.249294,2,5,1,car_horn
7503,72259-1-10-11.wav,72259,273.749294,277.749294,2,5,1,car_horn
7504,72259-1-10-12.wav,72259,274.249294,278.249294,2,5,1,car_horn
7505,72259-1-10-13.wav,72259,274.749294,278.749294,2,5,1,car_horn
7506,72259-1-10-14.wav,72259,275.249294,279.249294,2,5,1,car_horn
7507,72259-1-10-2.wav,72259,269.249294,273.249294,2,5,1,car_horn
7508,72259-1-10-3.wav,72259,269.749294,273.749294,2,5,1,car_horn
7509,72259-1-10-4.wav,72259,270.249294,274.249294,2,5,1,car_horn
7510,72259-1-10-5.wav,72259,270.749294,274.749294,2,5,1,car_horn
7511,72259-1-10-6.wav,72259,271.249294,275.249294,2,5,1,car_horn
7512,72259-1-10-7.wav,72259,271.749294,275.749294,2,5,1,car_horn
7513,72259-1-10-8.wav,72259,272.249294,276.249294,2,5,1,car_horn
7514,72259-1-10-9.wav,72259,272.749294,276.749294,2,5,1,car_horn
7515,72259-1-2-0.wav,72259,44.887767,48.119686,2,5,1,car_horn
7516,72259-1-3-0.wav,72259,51.710707,55.66083100000001,2,5,1,car_horn
7517,72259-1-5-0.wav,72259,116.52864199999999,120.52864199999999,2,5,1,car_horn
7518,72259-1-5-1.wav,72259,117.02864199999999,121.02864199999999,2,5,1,car_horn
7519,72259-1-5-2.wav,72259,117.52864199999999,121.52864199999999,2,5,1,car_horn
7520,72259-1-5-3.wav,72259,118.02864199999999,122.02864199999999,2,5,1,car_horn
7521,72259-1-5-4.wav,72259,118.52864199999999,122.52864199999999,2,5,1,car_horn
7522,72259-1-6-0.wav,72259,132.867789,136.867789,2,5,1,car_horn
7523,72259-1-6-1.wav,72259,133.367789,137.367789,2,5,1,car_horn
7524,72259-1-7-0.wav,72259,143.281751,147.281751,2,5,1,car_horn
7525,72259-1-7-1.wav,72259,143.781751,147.781751,2,5,1,car_horn
7526,72259-1-7-10.wav,72259,148.281751,152.281751,2,5,1,car_horn
7527,72259-1-7-11.wav,72259,148.781751,152.781751,2,5,1,car_horn
7528,72259-1-7-12.wav,72259,149.281751,153.281751,2,5,1,car_horn
1,100263-2-0-117.wav,100263,58.5,62.5,1,5,2,children_playing
2,100263-2-0-121.wav,100263,60.5,64.5,1,5,2,children_playing
3,100263-2-0-126.wav,100263,63.0,67.0,1,5,2,children_playing
4,100263-2-0-137.wav,100263,68.5,72.5,1,5,2,children_playing
5,100263-2-0-143.wav,100263,71.5,75.5,1,5,2,children_playing
6,100263-2-0-161.wav,100263,80.5,84.5,1,5,2,children_playing
7,100263-2-0-3.wav,100263,1.5,5.5,1,5,2,children_playing
8,100263-2-0-36.wav,100263,18.0,22.0,1,5,2,children_playing
262,104327-2-0-15.wav,104327,7.5,11.5,2,6,2,children_playing
263,104327-2-0-19.wav,104327,9.5,13.5,2,6,2,children_playing
264,104327-2-0-26.wav,104327,13.0,17.0,2,6,2,children_playing
265,104327-2-0-28.wav,104327,14.0,18.0,2,6,2,children_playing
266,104327-2-0-3.wav,104327,1.5,5.5,2,6,2,children_playing
267,104327-2-0-30.wav,104327,15.0,19.0,2,6,2,children_playing
268,104327-2-0-34.wav,104327,17.0,21.0,2,6,2,children_playing
269,104327-2-0-4.wav,104327,2.0,6.0,2,6,2,children_playing
270,104421-2-0-1.wav,104421,0.5,4.5,2,5,2,children_playing
271,104421-2-0-15.wav,104421,7.5,11.5,2,5,2,children_playing
272,104421-2-0-20.wav,104421,10.0,14.0,2,5,2,children_playing
273,104421-2-0-29.wav,104421,14.5,18.5,2,5,2,children_playing
274,104421-2-0-3.wav,104421,1.5,5.5,2,5,2,children_playing
275,104421-2-0-5.wav,104421,2.5,6.5,2,5,2,children_playing
276,104421-2-0-7.wav,104421,3.5,7.5,2,5,2,children_playing
277,104421-2-1-3.wav,104421,91.652072,95.652072,1,5,2,children_playing
443,105415-2-0-1.wav,105415,0.5,4.5,1,1,2,children_playing
444,105415-2-0-15.wav,105415,7.5,11.5,1,1,2,children_playing
445,105415-2-0-19.wav,105415,9.5,13.5,1,1,2,children_playing
446,105415-2-0-21.wav,105415,10.5,14.5,1,1,2,children_playing
447,105415-2-0-24.wav,105415,12.0,16.0,1,1,2,children_playing
448,105415-2-0-4.wav,105415,2.0,6.0,1,1,2,children_playing
449,105415-2-0-6.wav,105415,3.0,7.0,1,1,2,children_playing
450,105415-2-0-8.wav,105415,4.0,8.0,1,1,2,children_playing
569,108362-2-0-11.wav,108362,5.5,9.5,1,1,2,children_playing
570,108362-2-0-12.wav,108362,6.0,10.0,1,1,2,children_playing
571,108362-2-0-21.wav,108362,10.5,14.5,1,1,2,children_playing
572,108362-2-0-23.wav,108362,11.5,15.5,1,1,2,children_playing
573,108362-2-0-29.wav,108362,14.5,18.5,1,1,2,children_playing
574,108362-2-0-30.wav,108362,15.0,19.0,1,1,2,children_playing
575,108362-2-0-7.wav,108362,3.5,7.5,1,1,2,children_playing
576,108362-2-0-9.wav,108362,4.5,8.5,1,1,2,children_playing
592,109703-2-0-134.wav,109703,67.0,71.0,2,2,2,children_playing
593,109703-2-0-14.wav,109703,7.0,11.0,2,2,2,children_playing
594,109703-2-0-153.wav,109703,76.5,80.5,2,2,2,children_playing
595,109703-2-0-29.wav,109703,14.5,18.5,2,2,2,children_playing
596,109703-2-0-32.wav,109703,16.0,20.0,2,2,2,children_playing
597,109703-2-0-48.wav,109703,24.0,28.0,2,2,2,children_playing
598,109703-2-0-50.wav,109703,25.0,29.0,2,2,2,children_playing
824,116423-2-0-0.wav,116423,0.0,4.0,1,6,2,children_playing
825,116423-2-0-1.wav,116423,0.5,4.5,1,6,2,children_playing
826,116423-2-0-2.wav,116423,1.0,5.0,1,6,2,children_playing
827,116423-2-0-3.wav,116423,1.5,5.5,1,6,2,children_playing
828,116423-2-0-4.wav,116423,2.0,6.0,1,6,2,children_playing
1007,123399-2-0-13.wav,123399,6.5,10.5,1,3,2,children_playing
1008,123399-2-0-19.wav,123399,9.5,13.5,1,3,2,children_playing
1009,123399-2-0-22.wav,123399,11.0,15.0,1,3,2,children_playing
1010,123399-2-0-5.wav,123399,2.5,6.5,1,3,2,children_playing
1011,123399-2-0-54.wav,123399,27.0,31.0,1,3,2,children_playing
1012,123399-2-0-74.wav,123399,37.0,41.0,1,3,2,children_playing
1013,123399-2-0-83.wav,123399,41.5,45.5,1,3,2,children_playing
1014,123399-2-0-91.wav,123399,45.5,49.5,1,3,2,children_playing
1228,129356-2-0-101.wav,129356,50.5,54.5,2,6,2,children_playing
1229,129356-2-0-115.wav,129356,57.5,61.5,2,6,2,children_playing
1230,129356-2-0-118.wav,129356,59.0,63.0,2,6,2,children_playing
1231,129356-2-0-129.wav,129356,64.5,68.5,2,6,2,children_playing
1232,129356-2-0-199.wav,129356,99.5,103.5,2,6,2,children_playing
1233,129356-2-0-48.wav,129356,24.0,28.0,2,6,2,children_playing
1234,129356-2-0-98.wav,129356,49.0,53.0,2,6,2,children_playing
1350,132855-2-0-113.wav,132855,56.5,60.5,2,3,2,children_playing
1351,132855-2-0-41.wav,132855,20.5,24.5,2,3,2,children_playing
1352,132855-2-0-58.wav,132855,29.0,33.0,2,3,2,children_playing
1353,132855-2-0-70.wav,132855,35.0,39.0,2,3,2,children_playing
1354,132855-2-0-77.wav,132855,38.5,42.5,2,3,2,children_playing
1355,132855-2-0-88.wav,132855,44.0,48.0,2,3,2,children_playing
1356,132855-2-0-90.wav,132855,45.0,49.0,2,3,2,children_playing
1357,132855-2-0-99.wav,132855,49.5,53.5,2,3,2,children_playing
1372,133494-2-0-18.wav,133494,9.0,13.0,1,6,2,children_playing
1373,133494-2-0-19.wav,133494,9.5,13.5,1,6,2,children_playing
1374,133494-2-0-22.wav,133494,11.0,15.0,1,6,2,children_playing
1375,133494-2-0-25.wav,133494,12.5,16.5,1,6,2,children_playing
1376,133494-2-0-26.wav,133494,13.0,17.0,1,6,2,children_playing
1377,133494-2-0-31.wav,133494,15.5,19.5,1,6,2,children_playing
1378,133494-2-0-37.wav,133494,18.5,22.5,1,6,2,children_playing
1379,133494-2-0-45.wav,133494,22.5,26.5,1,6,2,children_playing
1497,135776-2-0-32.wav,135776,16.0,20.0,2,1,2,children_playing
1498,135776-2-0-37.wav,135776,18.5,22.5,2,1,2,children_playing
1499,135776-2-0-40.wav,135776,20.0,24.0,2,1,2,children_playing
1500,135776-2-0-49.wav,135776,24.5,28.5,2,1,2,children_playing
1501,135776-2-0-50.wav,135776,25.0,29.0,2,1,2,children_playing
1502,135776-2-0-65.wav,135776,32.5,36.5,2,1,2,children_playing
1503,135776-2-0-85.wav,135776,42.5,46.5,2,1,2,children_playing
1504,135776-2-0-90.wav,135776,45.0,49.0,2,1,2,children_playing
1550,137969-2-0-18.wav,137969,9.0,13.0,1,6,2,children_playing
1551,137969-2-0-20.wav,137969,10.0,14.0,1,6,2,children_playing
1552,137969-2-0-37.wav,137969,18.5,22.5,1,6,2,children_playing
1553,137969-2-0-4.wav,137969,2.0,6.0,1,6,2,children_playing
1554,137969-2-0-41.wav,137969,20.5,24.5,1,6,2,children_playing
1555,137969-2-0-55.wav,137969,27.5,31.5,1,6,2,children_playing
1556,137969-2-0-56.wav,137969,28.0,32.0,1,6,2,children_playing
1557,137971-2-0-0.wav,137971,3.919268,7.9192680000000015,2,4,2,children_playing
1558,137971-2-0-2.wav,137971,4.9192680000000015,8.919267999999999,2,4,2,children_playing
1559,137971-2-0-3.wav,137971,5.4192680000000015,9.419267999999999,2,4,2,children_playing
1560,137971-2-0-4.wav,137971,5.9192680000000015,9.919267999999999,2,4,2,children_playing
1561,137971-2-0-5.wav,137971,6.4192680000000015,10.419267999999999,2,4,2,children_playing
1562,137971-2-0-6.wav,137971,6.9192680000000015,10.919267999999999,2,4,2,children_playing
1563,137971-2-0-8.wav,137971,7.9192680000000015,11.919267999999999,2,4,2,children_playing
1573,138031-2-0-13.wav,138031,6.5,10.5,1,1,2,children_playing
1574,138031-2-0-2.wav,138031,1.0,5.0,1,1,2,children_playing
1575,138031-2-0-22.wav,138031,11.0,15.0,1,1,2,children_playing
1576,138031-2-0-23.wav,138031,11.5,15.5,1,1,2,children_playing
1577,138031-2-0-28.wav,138031,14.0,18.0,1,1,2,children_playing
1578,138031-2-0-45.wav,138031,22.5,26.5,1,1,2,children_playing
1579,138031-2-0-47.wav,138031,23.5,27.5,1,1,2,children_playing
1580,138031-2-0-7.wav,138031,3.5,7.5,1,1,2,children_playing
1648,143651-2-0-0.wav,143651,0.0,4.0,2,1,2,children_playing
1649,143651-2-0-16.wav,143651,8.0,12.0,2,1,2,children_playing
1650,143651-2-0-20.wav,143651,10.0,14.0,2,1,2,children_playing
1651,143651-2-0-22.wav,143651,11.0,15.0,2,1,2,children_playing
1652,143651-2-0-39.wav,143651,19.5,23.5,2,1,2,children_playing
1653,143651-2-0-55.wav,143651,27.5,31.5,2,1,2,children_playing
1654,143651-2-0-59.wav,143651,29.5,33.5,2,1,2,children_playing
1655,143651-2-0-63.wav,143651,31.5,35.5,2,1,2,children_playing
2112,151149-2-0-11.wav,151149,5.5,9.5,2,3,2,children_playing
2113,151149-2-0-12.wav,151149,6.0,10.0,2,3,2,children_playing
2114,151149-2-0-15.wav,151149,7.5,11.5,2,3,2,children_playing
2115,151149-2-0-22.wav,151149,11.0,15.0,2,3,2,children_playing
2116,151149-2-0-3.wav,151149,1.5,5.5,2,3,2,children_playing
2117,151149-2-0-4.wav,151149,2.0,6.0,2,3,2,children_playing
2118,151149-2-0-54.wav,151149,27.0,31.0,2,3,2,children_playing
2119,151149-2-0-56.wav,151149,28.0,32.0,2,3,2,children_playing
2169,15356-2-0-0.wav,15356,0.0,4.0,1,3,2,children_playing
2170,15356-2-0-1.wav,15356,0.5,4.5,1,3,2,children_playing
2171,15356-2-0-2.wav,15356,1.0,5.0,1,3,2,children_playing
2172,15356-2-0-3.wav,15356,1.5,5.5,1,3,2,children_playing
2173,15356-2-0-4.wav,15356,2.0,6.0,1,3,2,children_playing
2231,155219-2-0-0.wav,155219,0.0,4.0,2,2,2,children_playing
2232,155219-2-0-1.wav,155219,0.5,4.5,2,2,2,children_playing
2233,155219-2-0-22.wav,155219,11.0,15.0,2,2,2,children_playing
2234,155219-2-0-24.wav,155219,12.0,16.0,2,2,2,children_playing
2235,155219-2-0-25.wav,155219,12.5,16.5,2,2,2,children_playing
2236,155219-2-0-26.wav,155219,13.0,17.0,2,2,2,children_playing
2237,155219-2-0-51.wav,155219,25.5,29.5,2,2,2,children_playing
2238,155219-2-0-57.wav,155219,28.5,32.5,2,2,2,children_playing
2280,155263-2-0-12.wav,155263,6.0,10.0,2,3,2,children_playing
2281,155263-2-0-22.wav,155263,11.0,15.0,2,3,2,children_playing
2282,155263-2-0-23.wav,155263,11.5,15.5,2,3,2,children_playing
2283,155263-2-0-34.wav,155263,17.0,21.0,2,3,2,children_playing
2284,155263-2-0-43.wav,155263,21.5,25.5,2,3,2,children_playing
2285,155263-2-0-50.wav,155263,25.0,29.0,2,3,2,children_playing
2286,155263-2-0-57.wav,155263,28.5,32.5,2,3,2,children_playing
2287,155263-2-0-61.wav,155263,30.5,34.5,2,3,2,children_playing
2338,15564-2-0-0.wav,15564,0.0,4.0,1,1,2,children_playing
2339,15564-2-0-1.wav,15564,0.5,4.5,1,1,2,children_playing
2340,15564-2-0-2.wav,15564,1.0,5.0,1,1,2,children_playing
2550,158597-2-0-16.wav,158597,9.168347,13.168347,2,2,2,children_playing
2551,158597-2-0-2.wav,158597,2.1683470000000002,6.168347,2,2,2,children_playing
2552,158597-2-0-3.wav,158597,2.6683470000000002,6.668347,2,2,2,children_playing
2553,158597-2-0-30.wav,158597,16.168347,20.168347,2,2,2,children_playing
2554,158597-2-0-33.wav,158597,17.668347,21.668347,2,2,2,children_playing
2555,158597-2-0-41.wav,158597,21.668347,25.668347,2,2,2,children_playing
2556,158597-2-0-57.wav,158597,29.668346999999997,33.668347,2,2,2,children_playing
2557,158597-2-0-85.wav,158597,43.668347,47.668347,2,2,2,children_playing
2576,159439-2-0-0.wav,159439,0.0,4.0,1,5,2,children_playing
2577,159439-2-0-10.wav,159439,5.0,9.0,1,5,2,children_playing
2578,159439-2-0-11.wav,159439,5.5,9.5,1,5,2,children_playing
2579,159439-2-0-19.wav,159439,9.5,13.5,1,5,2,children_playing
2580,159439-2-0-21.wav,159439,10.5,14.5,1,5,2,children_playing
2581,159439-2-0-29.wav,159439,14.5,18.5,1,5,2,children_playing
2582,159439-2-0-30.wav,159439,15.0,19.0,1,5,2,children_playing
2796,160009-2-0-1.wav,160009,0.5,4.5,1,1,2,children_playing
2797,160009-2-0-11.wav,160009,5.5,9.5,1,1,2,children_playing
2798,160009-2-0-22.wav,160009,11.0,15.0,1,1,2,children_playing
2799,160009-2-0-30.wav,160009,15.0,19.0,1,1,2,children_playing
2800,160009-2-0-31.wav,160009,15.5,19.5,1,1,2,children_playing
2801,160009-2-0-47.wav,160009,23.5,27.5,1,1,2,children_playing
2802,160009-2-0-5.wav,160009,2.5,6.5,1,1,2,children_playing
2803,160009-2-0-50.wav,160009,25.0,29.0,1,1,2,children_playing
2804,160010-2-0-19.wav,160010,9.5,13.5,1,5,2,children_playing
2805,160010-2-0-21.wav,160010,10.5,14.5,1,5,2,children_playing
2806,160010-2-0-30.wav,160010,15.0,19.0,1,5,2,children_playing
2807,160010-2-0-32.wav,160010,16.0,20.0,1,5,2,children_playing
2808,160010-2-0-33.wav,160010,16.5,20.5,1,5,2,children_playing
2809,160010-2-0-37.wav,160010,18.5,22.5,1,5,2,children_playing
2810,160010-2-0-38.wav,160010,19.0,23.0,1,5,2,children_playing
2811,160010-2-0-49.wav,160010,24.5,28.5,1,5,2,children_playing
2812,160011-2-0-0.wav,160011,2.084127,6.0841270000000005,2,2,2,children_playing
2813,160011-2-0-1.wav,160011,2.584127,6.5841270000000005,2,2,2,children_playing
2814,160011-2-0-12.wav,160011,8.084127,12.084127,2,2,2,children_playing
2815,160011-2-0-3.wav,160011,3.5841269999999996,7.584127,2,2,2,children_playing
2816,160011-2-0-34.wav,160011,19.084127,23.084127,2,2,2,children_playing
2817,160011-2-0-5.wav,160011,4.5841270000000005,8.584127,2,2,2,children_playing
2818,160011-2-0-7.wav,160011,5.5841270000000005,9.584127,2,2,2,children_playing
2819,160011-2-0-9.wav,160011,6.5841270000000005,10.584127,2,2,2,children_playing
2962,162318-2-0-17.wav,162318,8.5,12.5,1,5,2,children_playing
2963,162318-2-0-25.wav,162318,12.5,16.5,1,5,2,children_playing
2964,162318-2-0-34.wav,162318,17.0,21.0,1,5,2,children_playing
2965,162318-2-0-38.wav,162318,19.0,23.0,1,5,2,children_playing
2966,162318-2-0-39.wav,162318,19.5,23.5,1,5,2,children_playing
2967,162318-2-0-40.wav,162318,20.0,24.0,1,5,2,children_playing
2968,162318-2-0-55.wav,162318,27.5,31.5,1,5,2,children_playing
2969,162318-2-0-7.wav,162318,3.5,7.5,1,5,2,children_playing
0,100032-3-0-0.wav,100032,0.0,0.317551,1,5,3,dog_bark
14,100652-3-0-0.wav,100652,0.0,4.0,1,2,3,dog_bark
15,100652-3-0-1.wav,100652,0.5,4.5,1,2,3,dog_bark
16,100652-3-0-2.wav,100652,1.0,5.0,1,2,3,dog_bark
17,100652-3-0-3.wav,100652,1.5,5.5,1,2,3,dog_bark
53,101281-3-0-0.wav,101281,0.341333,4.3413330000000006,2,6,3,dog_bark
54,101281-3-0-14.wav,101281,7.3413330000000006,11.341333,2,6,3,dog_bark
55,101281-3-0-5.wav,101281,2.841333,6.8413330000000006,2,6,3,dog_bark
64,101415-3-0-2.wav,101415,1.0,5.0,1,1,3,dog_bark
65,101415-3-0-3.wav,101415,1.5,5.5,1,1,3,dog_bark
66,101415-3-0-8.wav,101415,4.0,8.0,1,1,3,dog_bark
100,102102-3-0-0.wav,102102,1.573952,4.673824,2,4,3,dog_bark
103,102104-3-0-0.wav,102104,2.429279,3.2411209999999997,2,2,3,dog_bark
104,102105-3-0-0.wav,102105,2.041889,6.0418889999999985,2,3,3,dog_bark
105,102106-3-0-0.wav,102106,2.243852,3.8844769999999995,2,1,3,dog_bark
107,102547-3-0-2.wav,102547,1.0,5.0,1,5,3,dog_bark
108,102547-3-0-7.wav,102547,3.5,7.5,1,5,3,dog_bark
109,102547-3-0-8.wav,102547,4.0,8.0,1,5,3,dog_bark
110,102842-3-0-1.wav,102842,0.5,4.5,2,1,3,dog_bark
111,102842-3-1-0.wav,102842,113.06178500000001,117.06178500000001,2,1,3,dog_bark
112,102842-3-1-5.wav,102842,115.56178500000001,119.56178500000001,2,1,3,dog_bark
113,102842-3-1-6.wav,102842,116.06178500000001,120.06178500000001,2,1,3,dog_bark
440,105319-3-0-22.wav,105319,11.0,15.0,2,6,3,dog_bark
441,105319-3-0-29.wav,105319,14.5,18.5,2,6,3,dog_bark
442,105319-3-0-39.wav,105319,19.5,23.5,2,6,3,dog_bark
559,108187-3-2-0.wav,108187,15.751454,16.246588,2,2,3,dog_bark
560,108187-3-3-0.wav,108187,18.010504,19.093609,2,2,3,dog_bark
561,108187-3-4-0.wav,108187,24.911435,26.304000000000002,2,2,3,dog_bark
562,108187-3-6-0.wav,108187,31.5648,33.266824,2,2,3,dog_bark
583,109233-3-0-3.wav,109233,16.952385999999997,20.952385999999997,1,6,3,dog_bark
584,109233-3-0-4.wav,109233,17.452385999999997,21.452385999999997,1,6,3,dog_bark
585,109233-3-0-5.wav,109233,17.952385999999997,21.952385999999997,1,6,3,dog_bark
586,109233-3-0-6.wav,109233,18.452385999999997,22.452385999999997,1,6,3,dog_bark
599,109711-3-1-0.wav,109711,3.332443,5.69896,1,4,3,dog_bark
600,109711-3-2-4.wav,109711,14.001624,18.001624,1,4,3,dog_bark
601,109711-3-2-6.wav,109711,15.001624,19.001624,1,4,3,dog_bark
603,110371-3-0-1.wav,110371,0.790852,4.790852,1,5,3,dog_bark
604,110371-3-1-0.wav,110371,15.269745,19.269745,1,5,3,dog_bark
605,110371-3-1-1.wav,110371,15.769745,19.769745,1,5,3,dog_bark
676,112195-3-0-38.wav,112195,19.0,23.0,1,2,3,dog_bark
677,112195-3-0-48.wav,112195,24.0,28.0,1,2,3,dog_bark
678,112195-3-0-57.wav,112195,28.5,32.5,1,2,3,dog_bark
679,112195-3-0-80.wav,112195,40.0,44.0,1,2,3,dog_bark
760,113785-3-0-0.wav,113785,0.25957199999999997,0.703092,1,2,3,dog_bark
761,113785-3-1-0.wav,113785,0.9912780000000001,1.592177,1,2,3,dog_bark
764,114587-3-0-2.wav,114587,2.467612,6.467612,1,1,3,dog_bark
765,114587-3-0-4.wav,114587,3.4676120000000004,7.467612,1,1,3,dog_bark
766,114587-3-0-5.wav,114587,3.9676120000000004,7.967612,1,1,3,dog_bark
767,114587-3-0-7.wav,114587,4.967612,8.967611999999997,1,1,3,dog_bark
814,115535-3-0-0.wav,115535,0.0,0.490667,1,4,3,dog_bark
815,115536-3-0-0.wav,115536,0.0,2.964396,1,3,3,dog_bark
816,115537-3-0-0.wav,115537,1.665407,2.340997,1,2,3,dog_bark
817,116163-3-0-0.wav,116163,0.764195,1.036249,2,5,3,dog_bark
818,116163-3-1-0.wav,116163,1.351097,1.7576490000000002,2,5,3,dog_bark
819,116163-3-2-0.wav,116163,2.1397470000000003,3.2585290000000002,1,5,3,dog_bark
820,116400-3-0-2.wav,116400,1.0,5.0,1,3,3,dog_bark
821,116400-3-1-0.wav,116400,12.269801,16.269801,1,3,3,dog_bark
822,116400-3-1-1.wav,116400,12.769801,16.769801,1,3,3,dog_bark
823,116400-3-1-2.wav,116400,13.269801000000001,17.269801,1,3,3,dog_bark
833,116484-3-0-12.wav,116484,6.0,10.0,1,4,3,dog_bark
834,116484-3-0-16.wav,116484,8.0,12.0,1,4,3,dog_bark
835,116484-3-0-6.wav,116484,3.0,7.0,1,4,3,dog_bark
836,116484-3-0-8.wav,116484,4.0,8.0,1,4,3,dog_bark
841,117048-3-0-17.wav,117048,8.5,12.5,1,3,3,dog_bark
842,117048-3-0-23.wav,117048,11.5,15.5,1,3,3,dog_bark
843,117048-3-0-25.wav,117048,12.5,16.5,1,3,3,dog_bark
844,117048-3-0-35.wav,117048,17.5,21.5,1,3,3,dog_bark
845,117072-3-0-11.wav,117072,6.828188000000001,10.828188,1,3,3,dog_bark
846,117072-3-0-14.wav,117072,8.328188,12.328188,1,3,3,dog_bark
847,117072-3-0-19.wav,117072,10.828188,14.828188,1,3,3,dog_bark
848,117072-3-0-8.wav,117072,5.328188,9.328188,1,3,3,dog_bark
864,117271-3-0-0.wav,117271,0.0,4.0,1,6,3,dog_bark
865,117271-3-0-1.wav,117271,0.5,4.5,1,6,3,dog_bark
866,117271-3-0-2.wav,117271,1.0,5.0,1,6,3,dog_bark
867,117271-3-0-3.wav,117271,1.5,5.5,1,6,3,dog_bark
876,118072-3-0-0.wav,118072,0.0,1.066667,1,6,3,dog_bark
877,118101-3-0-0.wav,118101,1.0428709999999999,5.042871,1,1,3,dog_bark
878,118101-3-0-3.wav,118101,2.542871,6.542871,1,1,3,dog_bark
879,118101-3-0-4.wav,118101,3.042871,7.042871000000001,1,1,3,dog_bark
880,118101-3-0-6.wav,118101,4.042871,8.042871,1,1,3,dog_bark
935,118961-3-0-0.wav,118961,0.0,0.770312,1,3,3,dog_bark
936,118962-3-0-0.wav,118962,0.0,2.129854,1,2,3,dog_bark
937,118963-3-0-0.wav,118963,0.0,0.519479,1,1,3,dog_bark
938,118964-3-0-0.wav,118964,0.0,1.103896,1,4,3,dog_bark
995,121888-3-0-0.wav,121888,0.0,0.749977,1,4,3,dog_bark
1084,125523-3-0-1.wav,125523,0.5,4.5,1,3,3,dog_bark
1085,125523-3-0-11.wav,125523,5.5,9.5,1,3,3,dog_bark
1086,125523-3-0-3.wav,125523,1.5,5.5,1,3,3,dog_bark
1087,125554-3-0-0.wav,125554,0.572068,2.2208419999999998,1,6,3,dog_bark
1088,125574-3-0-0.wav,125574,0.0,1.45068,1,6,3,dog_bark
1134,125791-3-0-12.wav,125791,6.0,10.0,1,1,3,dog_bark
1135,125791-3-0-13.wav,125791,6.5,10.5,1,1,3,dog_bark
1136,125791-3-0-15.wav,125791,7.5,11.5,1,1,3,dog_bark
1137,125791-3-0-9.wav,125791,4.5,8.5,1,1,3,dog_bark
1145,12647-3-0-0.wav,12647,0.7121149999999999,1.4437389999999999,1,3,3,dog_bark
1146,12647-3-1-0.wav,12647,1.9022240000000001,3.102089,1,3,3,dog_bark
1147,12647-3-2-0.wav,12647,5.2384319999999995,6.438297,1,3,3,dog_bark
1148,12647-3-3-0.wav,12647,6.6821720000000004,10.682172,1,3,3,dog_bark
1149,126521-3-0-12.wav,126521,8.321995,12.321995,2,5,3,dog_bark
1150,126521-3-0-17.wav,126521,10.821995,14.821995000000001,2,5,3,dog_bark
1151,126521-3-0-18.wav,126521,11.321995,15.321995000000001,2,5,3,dog_bark
1152,126521-3-0-2.wav,126521,3.321995,7.3219949999999985,2,5,3,dog_bark
1171,128030-3-0-0.wav,128030,0.6729510000000001,1.359227,1,3,3,dog_bark
1172,128030-3-1-0.wav,128030,3.851144,4.430814,1,3,3,dog_bark
1173,128030-3-2-0.wav,128030,6.562935,7.08264,1,3,3,dog_bark
1225,128891-3-0-2.wav,128891,1.0,5.0,1,6,3,dog_bark
1226,128891-3-0-4.wav,128891,2.0,6.0,1,6,3,dog_bark
1227,128891-3-0-5.wav,128891,2.5,6.5,1,6,3,dog_bark
1243,130030-3-0-0.wav,130030,0.0,2.594667,1,1,3,dog_bark
1261,131199-3-0-0.wav,131199,0.696078,0.990196,1,5,3,dog_bark
1494,13577-3-0-0.wav,13577,2.313777,6.313777,2,5,3,dog_bark
1495,13577-3-0-2.wav,13577,3.3137769999999995,7.313777,2,5,3,dog_bark
1496,13577-3-5-0.wav,13577,54.781414,58.781414,2,5,3,dog_bark
1564,138015-3-0-1.wav,138015,0.5,4.5,1,1,3,dog_bark
1565,138015-3-0-5.wav,138015,2.5,6.5,1,1,3,dog_bark
